,EXEC,MEM,INST,L3MISS,INSTnom%,L3MPI,L2MPI,L3HIT,PhysIPC%,L2MISS,FREQ,IPC,GT,Pred
6848,0.6145404663923183,0.22623036649214665,0.24561664390152005,0.38990825688073405,0.6149019607843138,0.17585714285714288,0.022012048192771083,0.3236472945891783,0.9271028037383177,0.02249657064471879,0.33674339300937767,0.9289617486338796,1.0278230473570722,1.0291201129241383
5623,0.21320791691162058,0.21751018033740552,0.4568724550111652,0.36838390966831347,0.21341176470588236,0.4888571428571429,0.11048192771084338,0.4963259853039413,0.5024922118380063,0.03872427983539094,0.21696504688832052,0.5044496487119439,1.0973711591543729,1.058432502818793
5495,0.9574759945130316,0.2214834205933683,0.2351948604431499,0.3856739590684546,0.9584313725490194,0.11185714285714289,0.013891566265060239,0.31897127588510354,0.9688473520249222,0.02208504801097394,0.5025575447570332,0.9695550351288057,1.0313126126940355,1.0287048456730568
330,0.6074857926709778,0.2408493310063991,0.2483198787431933,0.42025405786873693,0.6078431372549019,0.19271428571428575,0.02378313253012048,0.3152972611890447,0.9174454828660438,0.023882030178326474,0.33631713554987214,0.9180327868852459,1.0398784585152887,1.028327746507944
1993,0.2237899274936312,0.22018615474112863,0.4947317352856861,0.37544107268877924,0.22415686274509805,0.48071428571428587,0.12927710843373494,0.5310621242484969,0.45981308411214955,0.04650205761316873,0.24680306905370844,0.46057767369242786,1.0808369799293045,1.0627840934693111
3029,0.5812267293748776,0.22206515415939504,0.2587530125953915,0.3856739590684546,0.5819607843137254,0.18328571428571436,0.022855421686746986,0.3213092852371409,0.8797507788161992,0.022181069958847742,0.3354646206308611,0.8805620608899298,1.0357103609915126,1.0289634421010643
3258,0.6067019400352733,0.2549214659685864,0.24967589327047074,0.4463655610444602,0.6070588235294118,0.20728571428571435,0.025445783132530115,0.3129592518370073,0.9137071651090344,0.02522633744855967,0.3375959079283887,0.9164715066354412,1.0234545965865558,1.0277014735134677
802,0.4150499706055262,0.25245491564863304,0.36543725541880423,0.40014114326040945,0.41490196078431374,0.2725714285714287,0.03498795180722891,0.34201736806947225,0.6233644859813084,0.023662551440329218,0.3380221653878943,0.624512099921936,1.0270666700534226,1.0321683593904767
321,0.5533999608073681,0.22012798138452597,0.4312956796453448,0.3697953422724066,0.5537254901960784,0.18700000000000003,0.16493975903614452,0.904809619238477,0.5286604361370716,0.15075445816186556,0.5323955669224211,0.5292740046838408,1.056504979748371,1.0593972848293545
2263,0.22418185381148342,0.22463641652123334,0.44433698427693546,0.3846153846153847,0.2243921568627451,0.48442857142857154,0.10024096385542167,0.44422177688710757,0.5130841121495326,0.03666666666666667,0.22208013640238702,0.5136612021857925,1.0418752512055285,1.0509763460231671
237,0.8614540466392319,0.2174927283304247,0.44741113325191234,0.3652081863091039,0.8627450980392155,0.11700000000000005,0.589156626506024,0.9849699398797596,0.5093457943925234,0.8422496570644717,0.8601875532821825,0.5105386416861828,1.1216743125522313,1.1306677296966863
3222,0.4197530864197531,0.2407853403141362,0.3614513384081584,0.38532110091743144,0.41960784313725485,0.2565714285714286,0.03357831325301204,0.3527054108216433,0.6302180685358254,0.023223593964334707,0.3384484228473998,0.6323185011709603,1.0400826533327492,1.0328369199511773
6585,0.9508132471095435,0.24388598022105884,0.23800736221511742,0.4290755116443192,0.9513725490196079,0.12614285714285717,0.015397590361445782,0.30895123580494316,0.9563862928348907,0.024115226337448555,0.504688832054561,0.9601873536299768,1.022787622591936,1.027580518181785
224,0.3903586125808348,0.8516579406631766,0.6477187140972726,0.4795342272406494,0.3900000000000002,0.34317857142857155,0.05419879518072288,0.4125751503006012,0.40280373831775695,0.03574074074074074,0.5613810741687981,0.40374707259953163,1.0835127296414917,1.080126073587666
1192,0.4154418969233783,0.2635020360674811,0.3655069103938565,0.42237120677487666,0.41568627450980394,0.2851428571428572,0.03636144578313252,0.3376753507014028,0.6236760124610592,0.024828532235939647,0.3384484228473998,0.624512099921936,1.0226156146635608,1.0314083422704041
4814,0.3897707231040564,0.8337696335078536,0.6845051423371794,0.5142025405786875,0.38999999999999996,0.3699642857142858,0.056493975903614456,0.405310621242485,0.3866822429906542,0.03722222222222222,0.592391304347826,0.3877049180327869,1.079145250023405,1.0842248459340509
5681,0.5518322555359592,0.2360965677719605,0.4280885933979328,0.4011997177134793,0.5521568627450981,0.20414285714285718,0.1719277108433735,0.9008016032064129,0.532398753894081,0.15582990397805213,0.5268542199488492,0.5339578454332553,1.044311324590265,1.0499472583847143
3020,0.6129727611209093,0.2260616637579989,0.24664054455428724,0.3906139731827806,0.6133333333333333,0.17800000000000005,0.0222289156626506,0.3216432865731463,0.9233644859813084,0.022482853223593967,0.3371696504688832,0.92583918813427,1.0338000056164294,1.0291245773787188
