,EXEC,L2MPI,MEM,L3MISS,L2MISS,INST,IPC,L3HIT,PhysIPC%,INSTnom%,L3MPI,FREQ,GT,Pred
5604,0.4060356652949245,0.0694578313253012,0.9447353112274579,0.5539872971065634,0.04486968449931413,0.7240234013596033,0.34582357533177205,0.4722778891115565,0.34517133956386303,0.4070588235294118,0.4287142857142857,0.6564364876385336,1.070166218402531,1.0814354400948563
583,0.2402508328434254,0.06855421686746989,0.1059860383944154,0.16478475652787583,0.027325102880658435,0.4013142286138366,0.5745511319281811,0.6112224448897795,0.5722741433021806,0.24047058823529416,0.1965714285714286,0.2152600170502984,1.0845545699500303,1.0547777815382642
4970,0.6255144032921811,0.016132530120481926,0.16621291448516584,0.27417078334509537,0.016680384087791496,0.24023700309192172,0.9508196721311476,0.3583834335337341,0.9507788161993768,0.6258823529411766,0.12214285714285719,0.33461210571184996,1.0468729584932774,1.0326615954606464
1173,0.2237899274936312,0.08963855421686746,0.1739441535776615,0.287226534932957,0.03353909465020576,0.4325357293802734,0.5386416861826698,0.5080160320641283,0.5370716510903426,0.22384313725490196,0.36500000000000016,0.2156862745098039,1.0999641851920516,1.0575439607609016
1974,0.39976484420928865,0.05587951807228914,0.8650378126817918,0.47812279463655627,0.0388477366255144,0.7328390702320199,0.36315378610460575,0.42150968603874417,0.36230529595015576,0.4,0.3575714285714286,0.6551577152600171,1.081082062589592,1.075751517103385
2552,0.4350382128159906,0.0213012048192771,0.14648051192553813,0.21489061397318282,0.015089163237311385,0.3490366573465028,0.6557377049180328,0.44188376753507014,0.6532710280373831,0.43529411764705883,0.13971428571428576,0.3384484228473998,1.026796927607594,1.034222795927366
4337,0.8481285518322556,0.62289156626506,0.15451425247236772,0.23959068454481305,0.8847736625514403,0.45380543806646545,0.5042935206869632,0.9913159652638609,0.5031152647975079,0.8494117647058823,0.07757142857142861,0.8572037510656436,1.2005887234431285,1.136594416796655
428,0.6294336664707034,0.014578313253012046,0.14627690517742878,0.2406492589978829,0.015130315500685866,0.23989721050267326,0.9523809523809524,0.3760855043420173,0.9489096573208725,0.6290196078431373,0.10671428571428576,0.33674339300937767,1.0387248761750854,1.0331215290562366
3524,0.3899666862629826,0.05674698795180722,0.8789994182664342,0.4992942836979536,0.03987654320987654,0.7371363908437609,0.3740827478532397,0.38577154308617234,0.37352024922118376,0.3898039215686274,0.3797142857142859,0.6376811594202897,1.0835496918499308,1.0818348845239327
5399,0.6019988242210464,0.01475903614457831,0.14142524723676558,0.22406492589978835,0.014471879286694102,0.2514050837586848,0.908665105386417,0.3891115564462258,0.9074766355140186,0.6023529411764706,0.10528571428571432,0.3375959079283887,1.0305718371086516,1.0324989791601742
4521,0.5639819713893788,0.15385542168674693,0.1490692262943572,0.24276640790402262,0.14156378600823044,0.4283198382079336,0.5339578454332553,0.9331997327989311,0.5320872274143302,0.5647058823529412,0.12171428571428573,0.5383631713554987,1.0954182072822105,1.0688181892499893
